"","Dataset","row_date","Date","DOY","t_ndvi_data","Point","NDVI"
"58","1","X2016_06_04_ndvi",2016-06-04,156,NA,"X58",NA
"59","1","X2016_06_04_ndvi",2016-06-04,156,NA,"X59",NA
"60","1","X2016_06_04_ndvi",2016-06-04,156,NA,"X60",NA
"61","1","X2016_06_04_ndvi",2016-06-04,156,NA,"X61",NA
"62","1","X2016_06_04_ndvi",2016-06-04,156,NA,"X62",NA
"63","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X1",0.149666846050524
"64","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X2",0.208258444106551
"65","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X3",0.171024747228355
"66","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X4",0.170332454118341
"67","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X5",0.0210537148131007
"68","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X6",0.09337015603378
"69","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X7",NA
"70","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X8",NA
"71","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X9",NA
"72","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X10",NA
"73","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X11",NA
"74","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X12",NA
"75","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X13",NA
"76","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X14",NA
"77","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X15",NA
"78","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X16",NA
"79","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X17",NA
"80","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X18",NA
"81","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X19",NA
"82","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X20",NA
"83","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X21",NA
"84","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X22",NA
"85","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X23",NA
"86","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X24",NA
"87","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X25",NA
"88","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X26",NA
"89","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X27",NA
"90","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X28",NA
"91","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X29",NA
"92","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X30",NA
"93","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X31",NA
"94","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X32",NA
"95","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X33",NA
"96","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X34",NA
"97","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X35",NA
"98","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X36",NA
"99","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X37",NA
"100","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X38",NA
"101","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X39",NA
"102","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X40",NA
"103","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X41",NA
"104","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X42",NA
"105","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X43",NA
"106","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X44",NA
"107","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X45",NA
"108","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X46",NA
"109","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X47",NA
"110","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X48",NA
"111","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X49",NA
"112","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X50",NA
"113","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X51",NA
"114","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X52",NA
"115","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X53",NA
"116","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X54",NA
"117","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X55",NA
"118","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X56",NA
"119","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X57",NA
"120","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X58",NA
"121","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X59",NA
"122","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X60",NA
"123","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X61",NA
"124","1","X2016_06_11_ndvi",2016-06-11,163,NA,"X62",NA
"125","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X1",NA
"126","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X2",NA
"127","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X3",NA
"128","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X4",NA
"129","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X5",NA
"130","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X6",NA
"131","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X7",NA
"132","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X8",NA
"133","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X9",NA
"134","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X10",NA
"135","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X11",NA
"136","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X12",NA
"137","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X13",NA
"138","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X14",NA
"139","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X15",NA
"140","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X16",NA
"141","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X17",NA
"142","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X18",NA
"143","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X19",NA
"144","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X20",NA
"145","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X21",NA
"146","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X22",NA
"147","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X23",NA
"148","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X24",NA
"149","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X25",NA
"150","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X26",NA
"151","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X27",NA
"152","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X28",NA
"153","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X29",NA
"154","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X30",NA
"155","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X31",NA
"156","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X32",NA
"157","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X33",NA
"158","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X34",NA
"159","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X35",NA
"160","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X36",NA
"161","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X37",NA
"162","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X38",NA
"163","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X39",NA
"164","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X40",NA
"165","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X41",NA
"166","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X42",NA
"167","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X43",NA
"168","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X44",NA
"169","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X45",NA
"170","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X46",NA
"171","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X47",NA
"172","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X48",NA
"173","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X49",NA
"174","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X50",NA
"175","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X51",NA
"176","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X52",NA
"177","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X53",NA
"178","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X54",NA
"179","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X55",NA
"180","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X56",NA
"181","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X57",NA
"182","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X58",NA
"183","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X59",NA
"184","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X60",NA
"185","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X61",NA
"186","1","X2016_06_18_ndvi",2016-06-18,170,NA,"X62",NA
"187","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X1",0.526140906240618
"188","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X2",0.521058392797481
"189","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X3",0.593245155097976
"190","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X4",0.593455043187861
"191","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X5",0.448298941436665
"192","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X6",0.51710610356798
"193","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X7",NA
"194","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X8",NA
"195","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X9",NA
"196","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X10",NA
"197","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X11",NA
"198","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X12",NA
"199","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X13",NA
"200","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X14",NA
"201","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X15",NA
"202","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X16",NA
"203","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X17",NA
"204","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X18",NA
"205","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X19",NA
"206","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X20",NA
"207","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X21",NA
"208","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X22",NA
"209","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X23",NA
"210","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X24",NA
"211","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X25",NA
"212","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X26",NA
"213","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X27",NA
"214","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X28",NA
"215","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X29",NA
"216","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X30",NA
"217","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X31",NA
"218","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X32",NA
"219","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X33",NA
"220","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X34",NA
"221","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X35",NA
"222","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X36",NA
"223","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X37",NA
"224","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X38",NA
"225","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X39",NA
"226","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X40",NA
"227","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X41",NA
"228","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X42",NA
"229","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X43",NA
"230","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X44",NA
"231","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X45",NA
"232","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X46",NA
"233","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X47",NA
"234","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X48",NA
"235","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X49",NA
"236","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X50",NA
"237","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X51",NA
"238","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X52",NA
"239","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X53",NA
"240","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X54",NA
"241","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X55",NA
"242","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X56",NA
"243","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X57",NA
"244","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X58",NA
"245","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X59",NA
"246","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X60",NA
"247","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X61",NA
"248","1","X2016_06_24_ndvi",2016-06-24,176,NA,"X62",NA
"249","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X1",0.315775930663046
"250","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X2",0.394570794204262
"251","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X3",0.478020940563897
"252","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X4",0.484787988286756
"253","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X5",0.363769198890542
"254","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X6",0.415740748281156
"255","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X7",NA
"256","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X8",NA
"257","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X9",NA
"258","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X10",NA
"259","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X11",NA
"260","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X12",NA
"261","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X13",NA
"262","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X14",NA
"263","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X15",NA
"264","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X16",NA
"265","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X17",NA
"266","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X18",NA
"267","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X19",NA
"268","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X20",NA
"269","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X21",NA
"270","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X22",NA
"271","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X23",NA
"272","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X24",NA
"273","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X25",NA
"274","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X26",NA
"275","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X27",NA
"276","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X28",NA
"277","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X29",NA
"278","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X30",NA
"279","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X31",NA
"280","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X32",NA
"281","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X33",NA
"282","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X34",NA
"283","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X35",NA
"284","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X36",NA
"285","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X37",NA
"286","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X38",NA
"287","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X39",NA
"288","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X40",NA
"289","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X41",NA
"290","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X42",NA
"291","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X43",NA
"292","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X44",NA
"293","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X45",NA
"294","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X46",NA
"295","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X47",NA
"296","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X48",NA
"297","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X49",NA
"298","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X50",NA
"299","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X51",NA
"300","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X52",NA
"301","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X53",NA
"302","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X54",NA
"303","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X55",NA
"304","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X56",NA
"305","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X57",NA
"306","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X58",NA
"307","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X59",NA
"308","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X60",NA
"309","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X61",NA
"310","1","X2016_07_01_ndvi",2016-07-01,183,NA,"X62",NA
"311","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X1",0.522946436618863
"312","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X2",0.522263546566507
"313","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X3",0.632232298046024
"314","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X4",0.607797923330077
"315","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X5",0.455265502872572
"316","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X6",0.517022549588796
"317","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X7",NA
"318","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X8",NA
"319","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X9",NA
"320","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X10",NA
"321","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X11",NA
"322","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X12",NA
"323","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X13",NA
"324","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X14",NA
"325","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X15",NA
"326","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X16",NA
"327","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X17",NA
"328","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X18",NA
"329","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X19",NA
"330","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X20",NA
"331","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X21",NA
"332","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X22",NA
"333","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X23",NA
"334","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X24",NA
"335","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X25",NA
"336","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X26",NA
"337","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X27",NA
"338","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X28",NA
"339","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X29",NA
"340","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X30",NA
"341","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X31",NA
"342","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X32",NA
"343","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X33",NA
"344","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X34",NA
"345","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X35",NA
"346","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X36",NA
"347","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X37",NA
"348","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X38",NA
"349","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X39",NA
"350","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X40",NA
"351","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X41",NA
"352","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X42",NA
"353","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X43",NA
"354","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X44",NA
"355","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X45",NA
"356","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X46",NA
"357","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X47",NA
"358","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X48",NA
"359","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X49",NA
"360","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X50",NA
"361","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X51",NA
"362","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X52",NA
"363","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X53",NA
"364","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X54",NA
"365","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X55",NA
"366","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X56",NA
"367","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X57",NA
"368","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X58",NA
"369","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X59",NA
"370","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X60",NA
"371","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X61",NA
"372","1","X2016_07_08_ndvi",2016-07-08,190,NA,"X62",NA
